#Position (bp)	insert size	chromosomes
2.7567290165E9	264.7621247113164
2.7644835285E9	264.7788104089219
2.7722380405E9	257.74056905370844
2.778857061E9	262.07003891050584
2.782734317E9	0.0
2.7877470645E9	266.8114754098361
2.7955015765E9	388.2238805970149
2.8032560885E9	274.1552795031056
2.8110106005E9	260.1779661016949
2.8187651125E9	265.9076433121019
2.8261855445E9	255.18272425249168
2.8300628005E9	0.0
2.8342741365E9	0.0
2.8420286485E9	186.55555555555554
2.8497831605E9	302.1970624235006
2.8575376725E9	264.65532879818596
2.8652921845E9	250.83943089430895
2.8730466965E9	268.8897763578275
2.8789786195E9	272.2649572649573
2.8828558755E9	273.6231884057971
2.8885557205E9	254.34965034965035
2.8963102325E9	249.9238578680203
2.9040647445E9	269.81935483870967
2.9118192565E9	251.9469696969697
2.9195737685E9	247.95375722543352
2.9273282805E9	256.2771739130435
2.9350827925E9	262.16015625
2.9428373045E9	260.92164179104475
2.9505918165E9	247.12121212121212
2.9583463285E9	286.1379821958457
2.9661008405E9	260.2261904761905
2.9738553525E9	260.22962962962964
2.9816098645E9	255.35121951219512
2.9893643765E9	248.32579185520362
2.9971188885E9	253.16923076923078
3.0048734005E9	284.5658419792498
3.0126279125E9	245.64285714285714
3.0203824245E9	278.3777777777778
3.0281369365E9	258.40784313725493
3.0341590195E9	247.0928270042194
3.0380362755E9	0.0
3.0436459605E9	247.57142857142858
3.0514004725E9	3134.519230769231
3.0591549845E9	107.0
3.0669094965E9	124.0
3.0746640085E9	0.0
3.0824185205E9	0.0
3.0901730325E9	0.0
3.0948638505E9	236.125
3.095685697E9	267.2712294043092
3.0956961125E9	0.0
3.0957057475E9	281.25222551928783
3.095723208E9	285.65
3.0957468575E9	186.875
3.0957743915E9	360.0
3.0958051445E9	262.2
3.0958392935E9	240.375
3.0958746045E9	273.8
3.0959108895E9	333.0
3.095947426E9	0.0
3.095984339E9	381.5
3.0960216755E9	0.0
3.0960595015E9	121.0
3.0960978295E9	175.0
3.0961365375E9	0.0
3.0961758875E9	312.3333333333333
3.096215745E9	0.0
3.096255679E9	229.0
3.0962957E9	265.7142857142857
3.096336017E9	277.0
3.0963766085E9	253.28571428571428
3.096417435E9	0.0
3.096458902E9	220.2
3.0965008355E9	273.5
3.0965428785E9	219.0
3.096585625E9	176.85714285714286
3.096629057E9	118.33333333333333
3.096672664E9	0.0
3.096717443E9	243.3846153846154
3.096763347E9	261.0
3.0968269725E9	248.0
3.09691267E9	249.77777777777777
3.097004057E9	311.15
3.097103618E9	282.96875
3.0972210215E9	328.0
3.0973497685E9	235.0327868852459
3.0974831875E9	234.18987341772151
3.097629745E9	226.11111111111111
3.097787028E9	211.0
3.097947186E9	281.6470588235294
3.0981086605E9	512.6161410647677
3.098271681E9	228.25
3.0984370835E9	307.5
3.0986053035E9	266.3454545454546
3.098776315E9	273.6666666666667
3.0989485365E9	915.6280991735537
3.099120956E9	300.57142857142856
3.0992945225E9	266.46666666666664
3.0994714155E9	235.76666666666668
3.099650861E9	250.984375
3.099830935E9	279.6
3.1000126105E9	271.54545454545456
3.1001974875E9	232.44444444444446
3.100384347E9	259.6
3.100571295E9	320.0
3.100759707E9	251.93939393939394
3.100950336E9	240.13333333333333
3.101151657E9	234.48936170212767
3.1015309915E9	290.59090909090907
