#Position (bp)	insert size	chromosomes
1.9735233045E9	148.21233766233766
1.9812778165E9	0.0
1.9890323285E9	381.0
1.9967868405E9	217.0625
2.0045413525E9	160.68882175226585
2.0122958645E9	160.1578947368421
2.0200503765E9	189.0
2.0278048885E9	300.0
2.0355594005E9	0.0
2.0433139125E9	191.0
2.0510684245E9	0.0
2.0588229365E9	246.0
2.0665774485E9	159.57287538529283
2.0743319605E9	166.4056960471397
2.081487759E9	227.46666666666667
2.085365015E9	0.0
2.0898409845E9	0.0
2.0975954965E9	0.0
2.1053500085E9	261.55555555555554
2.1131045205E9	146.80635340833885
2.1208590325E9	0.0
2.1286135445E9	240.0
2.1363680565E9	138.65648306226976
2.1441225685E9	238.5
2.1518770805E9	115.0
2.1596315925E9	168.0
2.1673861045E9	228.6
2.1751406165E9	0.0
2.1828951285E9	174.5
2.1906496405E9	169.30769230769232
2.197231538E9	256.2105263157895
2.201108794E9	0.0
2.2061586645E9	0.0
2.2139131765E9	0.0
2.2216676885E9	227.5
2.2294222005E9	78.0
2.2371767125E9	0.0
2.2449312245E9	0.0
2.2526857365E9	133.32335329341316
2.2604402485E9	245.5
2.2681947605E9	150.20543806646526
2.2759492725E9	123.11439842209073
2.2837037845E9	155.0
2.2914582965E9	28.71641791044776
2.2992128085E9	207.92215568862275
2.305187892E9	132.9237279057311
2.309065148E9	0.0
2.3147218325E9	0.0
2.3224763445E9	0.0
2.3302308565E9	282.0
2.3379853685E9	159.75706214689265
2.3457398805E9	402.0
2.3534943925E9	219.25
2.3612489045E9	246.0
2.3690034165E9	214.0
2.3767579285E9	144.9380793067515
2.3845124405E9	222.9770992366412
2.3922669525E9	180.0
2.4000214645E9	221.24572317262832
2.406857916E9	220.11111111111111
2.410735172E9	178.15384615384616
2.4155304885E9	204.77777777777777
2.4232850005E9	174.25
2.4310395125E9	284.0
2.4387940245E9	226.0
2.4465485365E9	275.0
2.4543030485E9	0.0
2.4620575605E9	130.0
2.4698120725E9	225.9
2.4775665845E9	158.6285851146638
2.4853210965E9	132.0
2.4930756085E9	158.8709677419355
2.4985623645E9	218.44444444444446
2.5024396205E9	133.2
2.5085846325E9	210.38555407419025
2.5163391445E9	228.71428571428572
2.5240936565E9	225.6
2.5318481685E9	219.55555555555554
2.5396026805E9	241.99342487811424
2.5473571925E9	217.42857142857142
2.5551117045E9	203.1875
2.5628662165E9	211.21428571428572
2.5706207285E9	182.14885496183206
2.5779325295E9	267.50847457627117
2.5818097855E9	0.0
2.5861297525E9	237.33333333333334
2.5938842645E9	124.24528301886792
2.6016387765E9	180.0
2.6093932885E9	219.22222222222223
2.6171478005E9	245.1818181818182
2.6249023125E9	280.0
2.6326568245E9	147.9469906341164
2.6404113365E9	215.64285714285714
2.6481658485E9	247.0
2.6557437135E9	169.83333333333334
2.6596209695E9	217.0
2.6636748725E9	178.00732394366196
