#Coverage	Number of genomic locations
8548.0	21.0
8549.0	10.0
8550.0	5.0
8551.0	1.0
8552.0	2.0
8553.0	3.0
8554.0	4.0
8555.0	4.0
8556.0	13.0
8557.0	8.0
8558.0	6.0
8559.0	10.0
8560.0	12.0
8561.0	10.0
8562.0	10.0
8563.0	1.0
8569.0	1.0
8576.0	1.0
8577.0	1.0
8578.0	14.0
8579.0	16.0
8580.0	35.0
8594.0	1.0
8599.0	1.0
8606.0	1.0
8608.0	1.0
8618.0	3.0
8619.0	1.0
8620.0	7.0
8621.0	1.0
8622.0	3.0
8623.0	9.0
8634.0	1.0
8635.0	1.0
8636.0	2.0
8637.0	7.0
8639.0	2.0
8640.0	2.0
8641.0	53.0
8642.0	25.0
8643.0	27.0
8644.0	12.0
8645.0	2.0
8753.0	4.0
8756.0	2.0
8758.0	3.0
8759.0	9.0
8760.0	11.0
8761.0	4.0
8762.0	6.0
8763.0	5.0
8768.0	2.0
8769.0	4.0
8770.0	21.0
8771.0	21.0
8772.0	11.0
8773.0	10.0
8774.0	6.0
8775.0	1.0
8801.0	1.0
8803.0	1.0
8805.0	5.0
8806.0	1.0
8807.0	8.0
8808.0	9.0
8809.0	31.0
8810.0	16.0
8811.0	8.0
8813.0	1.0
8814.0	1.0
8815.0	2.0
8816.0	1.0
8817.0	1.0
8819.0	5.0
8821.0	1.0
8822.0	4.0
8823.0	12.0
8824.0	5.0
8825.0	25.0
8826.0	20.0
8827.0	3.0
8828.0	6.0
8829.0	15.0
8830.0	5.0
8831.0	3.0
8843.0	2.0
8846.0	1.0
8847.0	1.0
8848.0	1.0
8849.0	1.0
8850.0	1.0
8854.0	4.0
8855.0	1.0
8864.0	1.0
8874.0	1.0
8880.0	2.0
8881.0	1.0
8883.0	1.0
8885.0	3.0
8887.0	3.0
8888.0	2.0
8889.0	6.0
8890.0	17.0
8891.0	7.0
8892.0	4.0
8893.0	4.0
8921.0	4.0
8922.0	2.0
8923.0	5.0
8924.0	2.0
8925.0	5.0
8927.0	12.0
8928.0	3.0
8929.0	11.0
8930.0	27.0
8931.0	14.0
8932.0	8.0
8963.0	1.0
8974.0	7.0
8975.0	1.0
8976.0	5.0
8977.0	14.0
8978.0	6.0
8979.0	6.0
8980.0	25.0
8981.0	15.0
8982.0	3.0
8983.0	4.0
8984.0	4.0
9082.0	1.0
9211.0	1.0
9213.0	1.0
9214.0	1.0
9215.0	11.0
9216.0	28.0
9267.0	1.0
9290.0	2.0
9291.0	2.0
9292.0	4.0
9293.0	45.0
9294.0	11.0
9295.0	9.0
9296.0	16.0
9297.0	4.0
9298.0	1.0
9300.0	2.0
9319.0	1.0
9328.0	3.0
9329.0	2.0
9331.0	2.0
9332.0	1.0
9333.0	1.0
9334.0	1.0
9335.0	1.0
9337.0	1.0
9338.0	1.0
9340.0	1.0
9344.0	1.0
9349.0	2.0
9350.0	2.0
9351.0	1.0
9352.0	6.0
9353.0	3.0
9354.0	2.0
9355.0	2.0
9377.0	1.0
9379.0	1.0
9383.0	1.0
9384.0	1.0
9385.0	1.0
9392.0	2.0
9393.0	3.0
9394.0	5.0
9395.0	10.0
9396.0	2.0
9397.0	3.0
9398.0	1.0
9399.0	16.0
9400.0	3.0
9401.0	2.0
9402.0	2.0
9412.0	1.0
9430.0	1.0
9434.0	1.0
9438.0	1.0
9497.0	4.0
9498.0	5.0
9499.0	4.0
9500.0	11.0
9501.0	1.0
9502.0	5.0
9503.0	19.0
9504.0	24.0
9506.0	3.0
9507.0	2.0
9511.0	1.0
9543.0	1.0
9568.0	1.0
9578.0	1.0
9583.0	2.0
9584.0	2.0
9585.0	9.0
9586.0	5.0
9587.0	16.0
9588.0	17.0
9589.0	4.0
9615.0	1.0
9617.0	2.0
9664.0	1.0
9671.0	1.0
9697.0	1.0
9698.0	1.0
9700.0	1.0
9715.0	1.0
9716.0	1.0
9722.0	1.0
9723.0	2.0
9724.0	1.0
9725.0	4.0
9726.0	29.0
9727.0	6.0
9728.0	48.0
9729.0	6.0
9730.0	2.0
9763.0	1.0
9765.0	3.0
9766.0	2.0
9767.0	3.0
9768.0	1.0
9772.0	1.0
9773.0	2.0
9774.0	13.0
9775.0	12.0
9776.0	11.0
9777.0	5.0
9781.0	1.0
9782.0	1.0
9783.0	1.0
9784.0	13.0
9785.0	14.0
9786.0	2.0
9787.0	2.0
9815.0	1.0
9822.0	2.0
9823.0	9.0
9824.0	4.0
9825.0	3.0
9826.0	28.0
9827.0	24.0
9828.0	22.0
9829.0	8.0
9830.0	11.0
9832.0	1.0
9833.0	4.0
9834.0	2.0
9835.0	1.0
9837.0	1.0
9844.0	1.0
9856.0	2.0
9858.0	3.0
9860.0	2.0
9861.0	1.0
9862.0	1.0
9863.0	5.0
9864.0	1.0
9865.0	2.0
9868.0	2.0
9870.0	11.0
9871.0	8.0
9872.0	7.0
9873.0	8.0
9874.0	23.0
9875.0	21.0
9917.0	1.0
9944.0	2.0
10014.0	2.0
10039.0	13.0
10040.0	15.0
10041.0	32.0
10042.0	21.0
10084.0	1.0
10090.0	2.0
10091.0	13.0
10092.0	4.0
10093.0	6.0
10094.0	1.0
10095.0	9.0
10096.0	4.0
10097.0	7.0
10098.0	11.0
10099.0	1.0
10103.0	4.0
10104.0	12.0
10105.0	20.0
10107.0	5.0
10108.0	15.0
10109.0	1.0
10191.0	1.0
10196.0	1.0
10199.0	1.0
10201.0	1.0
10202.0	4.0
10203.0	9.0
10204.0	9.0
10205.0	10.0
10206.0	7.0
10804.0	1.0
10828.0	1.0
10847.0	1.0
10870.0	1.0
10878.0	1.0
10895.0	1.0
10913.0	1.0
10920.0	1.0
10930.0	1.0
10935.0	1.0
10957.0	1.0
10974.0	1.0
10980.0	1.0
10982.0	1.0
10986.0	1.0
10990.0	3.0
10994.0	1.0
10995.0	2.0
10996.0	7.0
11003.0	2.0
11006.0	1.0
11007.0	3.0
11008.0	2.0
11020.0	1.0
11049.0	9.0
11050.0	4.0
11051.0	1.0
11098.0	1.0
11100.0	2.0
11101.0	1.0
11107.0	1.0
11108.0	4.0
11110.0	5.0
11121.0	4.0
11135.0	1.0
11141.0	1.0
11142.0	1.0
11146.0	1.0
11148.0	4.0
11149.0	14.0
11150.0	25.0
11151.0	15.0
11152.0	26.0
11153.0	1.0
11154.0	2.0
11159.0	1.0
11160.0	5.0
11161.0	2.0
11162.0	1.0
11164.0	1.0
11165.0	5.0
11190.0	2.0
11193.0	1.0
11196.0	1.0
11197.0	1.0
11308.0	1.0
11313.0	1.0
11314.0	1.0
11315.0	2.0
11347.0	1.0
11355.0	1.0
11358.0	1.0
11360.0	1.0
11361.0	2.0
11363.0	2.0
11364.0	3.0
11366.0	2.0
11368.0	1.0
11370.0	1.0
11371.0	3.0
11373.0	1.0
11374.0	3.0
11521.0	2.0
11566.0	1.0
11581.0	1.0
11582.0	1.0
11584.0	2.0
11707.0	1.0
11716.0	1.0
11719.0	1.0
11721.0	1.0
11736.0	1.0
11868.0	3.0
11872.0	1.0
11873.0	1.0
11875.0	1.0
11876.0	5.0
11877.0	5.0
11878.0	28.0
11879.0	16.0
11880.0	10.0
11881.0	3.0
11882.0	12.0
11884.0	3.0
11885.0	5.0
11886.0	11.0
11887.0	11.0
11947.0	2.0
11948.0	3.0
11983.0	1.0
11985.0	1.0
11986.0	2.0
11987.0	2.0
11988.0	2.0
11995.0	1.0
12012.0	1.0
12013.0	2.0
12015.0	3.0
12016.0	5.0
12017.0	5.0
12018.0	1.0
12019.0	3.0
12021.0	2.0
12024.0	1.0
12026.0	2.0
12027.0	2.0
12028.0	1.0
12029.0	2.0
12030.0	5.0
12049.0	1.0
12051.0	1.0
12058.0	1.0
12059.0	8.0
12060.0	5.0
12061.0	3.0
12062.0	4.0
12063.0	1.0
12065.0	2.0
12066.0	2.0
12067.0	5.0
12068.0	44.0
12069.0	40.0
12076.0	1.0
12081.0	1.0
12082.0	1.0
12083.0	7.0
12085.0	1.0
12086.0	13.0
12087.0	12.0
12088.0	11.0
12089.0	24.0
12090.0	51.0
12091.0	21.0
12094.0	1.0
12095.0	1.0
12096.0	2.0
12097.0	1.0
12098.0	1.0
12099.0	1.0
12100.0	2.0
12101.0	6.0
12102.0	4.0
12104.0	2.0
12106.0	8.0
12107.0	3.0
12108.0	6.0
12109.0	4.0
12201.0	3.0
12219.0	1.0
12220.0	1.0
12225.0	1.0
12230.0	1.0
12233.0	1.0
12235.0	1.0
12389.0	1.0
12391.0	1.0
12392.0	16.0
12393.0	2.0
12394.0	11.0
12395.0	7.0
12396.0	8.0
12397.0	3.0
12398.0	4.0
12399.0	18.0
12400.0	4.0
12401.0	7.0
12402.0	1.0
12403.0	9.0
12404.0	6.0
12423.0	1.0
12476.0	1.0
12480.0	1.0
12491.0	1.0
12547.0	1.0
12578.0	3.0
12579.0	3.0
12580.0	3.0
12581.0	1.0
12583.0	1.0
12586.0	2.0
12587.0	10.0
12588.0	10.0
12589.0	6.0
12591.0	2.0
12604.0	1.0
12612.0	1.0
12617.0	1.0
12625.0	1.0
12626.0	2.0
12627.0	3.0
12628.0	3.0
12630.0	3.0
12631.0	4.0
12632.0	1.0
12633.0	2.0
12634.0	1.0
12635.0	8.0
12636.0	8.0
12637.0	4.0
12720.0	1.0
12721.0	1.0
12729.0	4.0
12730.0	7.0
12731.0	17.0
12732.0	31.0
12733.0	14.0
12734.0	1.0
12738.0	1.0
12966.0	1.0
12971.0	6.0
12973.0	2.0
12974.0	3.0
12975.0	4.0
12976.0	6.0
12977.0	2.0
12978.0	20.0
12979.0	14.0
12980.0	6.0
12981.0	8.0
12982.0	5.0
12983.0	2.0
12984.0	2.0
13111.0	1.0
13112.0	1.0
13151.0	1.0
13157.0	1.0
13158.0	1.0
13162.0	3.0
13163.0	2.0
13164.0	2.0
13165.0	5.0
13166.0	8.0
13167.0	10.0
13168.0	5.0
13169.0	4.0
13170.0	1.0
13172.0	1.0
13174.0	2.0
13175.0	3.0
13176.0	1.0
13178.0	1.0
13180.0	2.0
13181.0	3.0
13182.0	2.0
13183.0	3.0
13184.0	4.0
13260.0	1.0
13331.0	1.0
13346.0	1.0
13347.0	4.0
13348.0	2.0
13349.0	1.0
13350.0	9.0
13351.0	16.0
13352.0	14.0
13354.0	3.0
13355.0	3.0
13357.0	1.0
13359.0	1.0
13361.0	1.0
13362.0	5.0
13363.0	2.0
13364.0	4.0
13365.0	13.0
13366.0	1.0
13367.0	1.0
13368.0	15.0
13369.0	7.0
13370.0	3.0
13490.0	3.0
13493.0	2.0
13495.0	1.0
13496.0	1.0
13497.0	2.0
13499.0	5.0
13500.0	8.0
13501.0	8.0
13502.0	2.0
13503.0	4.0
13504.0	6.0
13505.0	17.0
13506.0	21.0
13507.0	2.0
13632.0	2.0
13641.0	3.0
13642.0	4.0
13643.0	12.0
13644.0	12.0
13645.0	1.0
13646.0	4.0
13647.0	5.0
13648.0	9.0
13738.0	1.0
13739.0	1.0
13740.0	2.0
13742.0	1.0
13743.0	3.0
13744.0	6.0
13745.0	1.0
13746.0	1.0
13747.0	2.0
13748.0	1.0
13749.0	5.0
13750.0	12.0
13751.0	3.0
13752.0	6.0
13753.0	9.0
13754.0	11.0
13755.0	14.0
13756.0	10.0
13757.0	14.0
13758.0	6.0
13759.0	7.0
13968.0	1.0
13971.0	1.0
13977.0	1.0
13980.0	1.0
13983.0	2.0
13985.0	1.0
13987.0	3.0
13988.0	3.0
13992.0	1.0
13995.0	1.0
13998.0	1.0
14000.0	3.0
14001.0	1.0
14003.0	1.0
14004.0	1.0
14005.0	1.0
14006.0	1.0
14008.0	1.0
14012.0	1.0
14026.0	1.0
14027.0	1.0
14029.0	2.0
14040.0	1.0
14043.0	2.0
14044.0	4.0
14045.0	6.0
14046.0	3.0
14047.0	1.0
14048.0	1.0
14049.0	5.0
14052.0	2.0
14054.0	1.0
14055.0	1.0
14056.0	1.0
14064.0	3.0
14065.0	10.0
14066.0	16.0
14067.0	11.0
14068.0	8.0
14070.0	2.0
14173.0	1.0
14184.0	4.0
14185.0	1.0
14187.0	3.0
14210.0	1.0
14224.0	6.0
14225.0	2.0
14226.0	1.0
14227.0	1.0
14228.0	3.0
14229.0	14.0
14230.0	9.0
14231.0	25.0
14232.0	17.0
14233.0	12.0
14234.0	4.0
14235.0	3.0
14236.0	2.0
14261.0	1.0
14314.0	1.0
14315.0	2.0
14324.0	1.0
14330.0	3.0
14331.0	6.0
14332.0	2.0
14333.0	6.0
14334.0	3.0
14335.0	4.0
14336.0	12.0
14338.0	2.0
14340.0	5.0
14341.0	7.0
14342.0	1.0
14344.0	3.0
14556.0	1.0
14557.0	4.0
14559.0	5.0
14560.0	2.0
14561.0	14.0
14562.0	5.0
14563.0	2.0
14564.0	16.0
14565.0	16.0
14566.0	8.0
14567.0	7.0
14568.0	12.0
14569.0	1.0
14570.0	5.0
14571.0	3.0
14572.0	6.0
14592.0	1.0
14803.0	3.0
14804.0	4.0
14805.0	2.0
14806.0	4.0
14807.0	2.0
14808.0	4.0
14809.0	16.0
14810.0	27.0
14811.0	4.0
14812.0	6.0
14813.0	12.0
14901.0	2.0
14948.0	1.0
14950.0	2.0
14951.0	1.0
14954.0	3.0
14955.0	1.0
14957.0	2.0
14962.0	5.0
14971.0	1.0
14985.0	2.0
14996.0	1.0
14998.0	1.0
15000.0	1.0
15052.0	1.0
15063.0	2.0
15064.0	1.0
15065.0	4.0
15068.0	1.0
15073.0	1.0
15076.0	2.0
15077.0	2.0
15078.0	3.0
15079.0	2.0
15080.0	6.0
15082.0	1.0
15085.0	1.0
15087.0	1.0
15088.0	1.0
15089.0	1.0
15090.0	1.0
15092.0	1.0
15098.0	1.0
15101.0	2.0
15102.0	5.0
15103.0	7.0
15104.0	4.0
15105.0	9.0
15106.0	4.0
15107.0	5.0
15108.0	2.0
15109.0	4.0
15110.0	1.0
15111.0	4.0
15112.0	7.0
15113.0	7.0
15114.0	5.0
15115.0	25.0
15116.0	18.0
15117.0	2.0
15121.0	1.0
15123.0	2.0
15124.0	4.0
15127.0	2.0
15128.0	3.0
15129.0	1.0
15130.0	2.0
15131.0	1.0
15132.0	2.0
15133.0	2.0
15134.0	3.0
15135.0	1.0
15136.0	3.0
15139.0	1.0
15140.0	3.0
15141.0	2.0
15142.0	1.0
15143.0	1.0
15144.0	1.0
15145.0	1.0
15146.0	1.0
15147.0	2.0
15148.0	4.0
15150.0	5.0
15151.0	3.0
15155.0	2.0
15156.0	1.0
15157.0	3.0
15158.0	2.0
15159.0	10.0
15160.0	4.0
15161.0	1.0
15164.0	1.0
15166.0	2.0
15171.0	1.0
15172.0	1.0
15173.0	3.0
15204.0	1.0
15211.0	1.0
15212.0	3.0
15218.0	1.0
15220.0	1.0
15229.0	1.0
15247.0	4.0
15248.0	9.0
15249.0	16.0
15250.0	11.0
15251.0	29.0
15252.0	9.0
15253.0	1.0
15296.0	2.0
15297.0	1.0
15321.0	3.0
15322.0	1.0
15323.0	2.0
15324.0	3.0
15325.0	1.0
15326.0	3.0
15329.0	3.0
15330.0	4.0
15332.0	1.0
15424.0	2.0
15425.0	3.0
15426.0	6.0
15427.0	5.0
15428.0	5.0
15430.0	2.0
15431.0	1.0
15447.0	1.0
15448.0	1.0
15508.0	1.0
15517.0	4.0
15519.0	6.0
15520.0	15.0
15521.0	20.0
15522.0	18.0
15523.0	25.0
15835.0	1.0
15930.0	3.0
16061.0	1.0
16089.0	1.0
16100.0	1.0
16101.0	2.0
16103.0	1.0
16105.0	1.0
16108.0	1.0
16109.0	1.0
16110.0	4.0
16112.0	2.0
16113.0	1.0
16114.0	4.0
16116.0	1.0
16253.0	1.0
16257.0	1.0
16263.0	1.0
16270.0	1.0
16272.0	2.0
16279.0	1.0
16311.0	1.0
16313.0	1.0
16314.0	1.0
16318.0	1.0
16320.0	2.0
16321.0	8.0
16323.0	1.0
16324.0	2.0
16325.0	9.0
16326.0	1.0
16327.0	5.0
16328.0	2.0
16329.0	4.0
16330.0	1.0
16331.0	2.0
16332.0	5.0
16333.0	2.0
16334.0	8.0
16335.0	9.0
16336.0	6.0
16337.0	4.0
16338.0	7.0
16339.0	15.0
16340.0	7.0
16341.0	4.0
16342.0	6.0
16343.0	3.0
16344.0	1.0
16345.0	1.0
16349.0	1.0
16354.0	1.0
16355.0	8.0
16356.0	4.0
16357.0	17.0
16358.0	17.0
16359.0	17.0
16360.0	7.0
16361.0	2.0
16607.0	1.0
16609.0	1.0
16610.0	2.0
16613.0	1.0
16619.0	1.0
16621.0	1.0
16622.0	1.0
16623.0	1.0
16625.0	1.0
16627.0	3.0
16628.0	5.0
16630.0	6.0
16631.0	7.0
16632.0	7.0
16633.0	5.0
16634.0	8.0
16635.0	5.0
16639.0	1.0
16654.0	1.0
16656.0	2.0
16657.0	1.0
16658.0	1.0
16659.0	1.0
16660.0	2.0
16661.0	1.0
16662.0	1.0
16663.0	1.0
16665.0	1.0
16669.0	1.0
16671.0	2.0
16685.0	1.0
16687.0	1.0
16688.0	6.0
16689.0	2.0
16691.0	3.0
16692.0	2.0
16693.0	1.0
16694.0	2.0
16697.0	3.0
16700.0	2.0
16702.0	1.0
16705.0	1.0
16706.0	2.0
16707.0	1.0
16708.0	1.0
16709.0	1.0
16717.0	1.0
16726.0	2.0
16728.0	1.0
16729.0	4.0
16730.0	1.0
16732.0	1.0
16733.0	17.0
16734.0	2.0
16735.0	1.0
16737.0	2.0
16738.0	8.0
16739.0	36.0
16740.0	17.0
16741.0	4.0
16742.0	7.0
16770.0	1.0
16776.0	2.0
16777.0	1.0
16779.0	3.0
16780.0	2.0
16781.0	1.0
16782.0	2.0
16783.0	1.0
16784.0	6.0
16785.0	8.0
16786.0	7.0
16787.0	8.0
16788.0	8.0
16790.0	7.0
16792.0	2.0
16793.0	1.0
16794.0	1.0
16795.0	3.0
16796.0	3.0
16797.0	8.0
16798.0	10.0
16799.0	21.0
16800.0	4.0
16905.0	1.0
16908.0	3.0
16909.0	4.0
16910.0	3.0
16925.0	4.0
16926.0	1.0
16927.0	2.0
16928.0	3.0
16929.0	2.0
16930.0	2.0
16931.0	12.0
16932.0	11.0
16934.0	1.0
17047.0	1.0
17123.0	1.0
17163.0	1.0
17165.0	1.0
17167.0	1.0
17168.0	1.0
17171.0	1.0
17174.0	2.0
17177.0	2.0
17181.0	3.0
17184.0	2.0
17185.0	1.0
17186.0	1.0
17187.0	1.0
17188.0	1.0
17189.0	2.0
17190.0	2.0
17194.0	1.0
17195.0	1.0
17198.0	2.0
17200.0	1.0
17201.0	1.0
17202.0	4.0
17205.0	2.0
17206.0	3.0
17207.0	2.0
17211.0	4.0
17516.0	1.0
17711.0	3.0
17713.0	2.0
17714.0	1.0
17715.0	2.0
17716.0	2.0
17717.0	8.0
17718.0	11.0
17719.0	15.0
17720.0	12.0
17721.0	6.0
17723.0	6.0
17724.0	6.0
17725.0	3.0
17726.0	5.0
17728.0	6.0
17729.0	16.0
17730.0	2.0
17758.0	1.0
17760.0	4.0
17761.0	2.0
17762.0	5.0
17763.0	3.0
17765.0	1.0
17766.0	4.0
17767.0	2.0
17768.0	1.0
17769.0	1.0
17770.0	1.0
17771.0	2.0
17772.0	6.0
17773.0	2.0
17774.0	4.0
17775.0	2.0
17776.0	3.0
17777.0	5.0
17778.0	5.0
17779.0	1.0
17780.0	4.0
17801.0	2.0
17802.0	1.0
17807.0	1.0
17829.0	2.0
17832.0	2.0
17833.0	1.0
17834.0	2.0
17840.0	2.0
17843.0	5.0
17845.0	1.0
17846.0	1.0
17847.0	3.0
17848.0	2.0
17850.0	12.0
17851.0	1.0
17852.0	8.0
17926.0	3.0
17942.0	6.0
17943.0	5.0
17944.0	4.0
17945.0	2.0
17946.0	4.0
17947.0	2.0
17950.0	1.0
17966.0	1.0
17967.0	5.0
17968.0	6.0
17969.0	8.0
17970.0	4.0
17973.0	1.0
18051.0	1.0
18412.0	1.0
18536.0	1.0
18556.0	1.0
18559.0	1.0
18560.0	2.0
18562.0	1.0
18564.0	1.0
18565.0	3.0
18567.0	1.0
18569.0	1.0
18570.0	1.0
18571.0	5.0
18572.0	2.0
18573.0	2.0
18577.0	3.0
18578.0	5.0
18579.0	3.0
18580.0	1.0
18581.0	2.0
18583.0	7.0
18584.0	1.0
18737.0	1.0
18744.0	1.0
18747.0	1.0
18817.0	1.0
18826.0	1.0
18829.0	1.0
18836.0	1.0
18837.0	1.0
18839.0	2.0
18840.0	1.0
18842.0	3.0
18843.0	3.0
18844.0	3.0
18845.0	2.0
18848.0	3.0
18849.0	1.0
18850.0	3.0
18851.0	7.0
18852.0	2.0
18853.0	6.0
18854.0	27.0
18855.0	15.0
18856.0	7.0
18857.0	5.0
18858.0	6.0
18859.0	5.0
18860.0	2.0
18883.0	1.0
18898.0	1.0
18903.0	1.0
18909.0	2.0
18912.0	1.0
18914.0	2.0
18915.0	2.0
18917.0	1.0
18966.0	1.0
18967.0	2.0
18968.0	1.0
18970.0	2.0
18971.0	2.0
18977.0	1.0
18978.0	1.0
19009.0	1.0
19015.0	1.0
19021.0	1.0
19024.0	1.0
19030.0	1.0
19033.0	1.0
19034.0	1.0
19037.0	1.0
19040.0	1.0
19041.0	1.0
19042.0	1.0
19044.0	1.0
19045.0	4.0
19047.0	1.0
19692.0	1.0
19694.0	2.0
19695.0	6.0
19700.0	3.0
19701.0	2.0
19702.0	9.0
19703.0	8.0
19704.0	10.0
19705.0	10.0
19706.0	10.0
19708.0	1.0
19711.0	1.0
19720.0	1.0
19721.0	2.0
19841.0	1.0
19941.0	1.0
20002.0	1.0
20015.0	1.0
20037.0	1.0
20038.0	2.0
20075.0	1.0
20086.0	1.0
20087.0	1.0
20088.0	1.0
20093.0	1.0
20174.0	1.0
20209.0	1.0
20219.0	1.0
20220.0	1.0
20227.0	1.0
20231.0	1.0
20235.0	1.0
20239.0	1.0
20246.0	1.0
20248.0	2.0
20249.0	1.0
20252.0	2.0
20253.0	2.0
20254.0	2.0
20255.0	3.0
20260.0	2.0
20261.0	3.0
20282.0	1.0
20283.0	2.0
20328.0	1.0
20329.0	1.0
20330.0	3.0
20331.0	4.0
20332.0	11.0
20333.0	11.0
20334.0	11.0
20335.0	2.0
20336.0	4.0
20345.0	1.0
20353.0	4.0
20355.0	1.0
20357.0	2.0
20359.0	4.0
20360.0	1.0
20361.0	2.0
20362.0	2.0
20363.0	3.0
20364.0	2.0
20365.0	2.0
20366.0	5.0
20367.0	8.0
20368.0	7.0
20369.0	2.0
20370.0	3.0
20372.0	1.0
20382.0	1.0
20385.0	1.0
20386.0	4.0
20389.0	3.0
20392.0	6.0
20396.0	1.0
20397.0	1.0
20398.0	1.0
21044.0	2.0
21046.0	1.0
21061.0	2.0
21062.0	1.0
21063.0	3.0
21064.0	4.0
21065.0	4.0
21066.0	5.0
21067.0	3.0
21068.0	11.0
21069.0	19.0
21070.0	4.0
21072.0	8.0
21073.0	18.0
21074.0	12.0
21075.0	8.0
21305.0	1.0
21306.0	1.0
21307.0	1.0
21310.0	4.0
21311.0	3.0
21312.0	8.0
21313.0	15.0
21314.0	11.0
21315.0	8.0
21316.0	4.0
21318.0	3.0
21319.0	4.0
21320.0	2.0
21321.0	5.0
21322.0	5.0
21323.0	3.0
21324.0	2.0
21325.0	3.0
21326.0	5.0
21327.0	5.0
21330.0	1.0
21331.0	2.0
21339.0	1.0
21700.0	1.0
21702.0	2.0
21715.0	1.0
21716.0	1.0
21717.0	3.0
21719.0	1.0
21721.0	2.0
21722.0	1.0
21723.0	3.0
21724.0	1.0
21725.0	3.0
21726.0	1.0
21727.0	5.0
21729.0	3.0
21730.0	13.0
21731.0	28.0
21733.0	1.0
21734.0	1.0
21735.0	3.0
21736.0	3.0
21737.0	2.0
21739.0	3.0
21740.0	16.0
21741.0	18.0
21742.0	8.0
21989.0	13.0
21990.0	1.0
21991.0	1.0
22081.0	1.0
22084.0	1.0
22089.0	1.0
22090.0	1.0
22091.0	1.0
22092.0	2.0
22093.0	1.0
22094.0	1.0
22095.0	1.0
22097.0	1.0
22098.0	6.0
22099.0	4.0
22103.0	3.0
22104.0	4.0
22105.0	6.0
22106.0	1.0
22107.0	6.0
22108.0	10.0
22109.0	6.0
22723.0	1.0
23301.0	2.0
23302.0	4.0
23303.0	9.0
23305.0	4.0
23306.0	10.0
23307.0	7.0
23308.0	6.0
23309.0	2.0
24086.0	1.0
24120.0	1.0
24136.0	1.0
24222.0	1.0
24229.0	1.0
24231.0	1.0
24233.0	2.0
24234.0	8.0
24235.0	3.0
24236.0	3.0
24237.0	6.0
24238.0	14.0
24239.0	5.0
24240.0	1.0
24241.0	3.0
24242.0	1.0
24243.0	2.0
24244.0	1.0
24246.0	3.0
24248.0	4.0
24427.0	1.0
24531.0	2.0
24687.0	1.0
24714.0	1.0
25438.0	1.0
25539.0	1.0
25684.0	1.0
25944.0	1.0
25952.0	1.0
25955.0	1.0
25978.0	1.0
26005.0	1.0
26072.0	1.0
26104.0	1.0
26106.0	1.0
26120.0	1.0
26127.0	1.0
26152.0	1.0
26162.0	1.0
26164.0	1.0
26170.0	2.0
26173.0	1.0
26180.0	1.0
26190.0	2.0
26193.0	1.0
26198.0	1.0
26201.0	1.0
26204.0	1.0
26207.0	2.0
26212.0	1.0
26214.0	1.0
26215.0	1.0
26217.0	2.0
26220.0	1.0
26226.0	1.0
26232.0	1.0
26233.0	1.0
26235.0	1.0
26236.0	1.0
26237.0	1.0
26243.0	1.0
26244.0	3.0
26246.0	1.0
26247.0	1.0
26256.0	1.0
26258.0	1.0
26279.0	1.0
26313.0	1.0
29590.0	1.0
29713.0	1.0
29735.0	1.0
29741.0	1.0
29742.0	2.0
29743.0	4.0
29744.0	9.0
29745.0	3.0
29746.0	7.0
29747.0	1.0
29748.0	2.0
29749.0	4.0
29751.0	4.0
29752.0	3.0
29753.0	3.0
29754.0	3.0
29755.0	4.0
29756.0	5.0
29757.0	3.0
29758.0	4.0
29759.0	3.0
29760.0	3.0
29761.0	3.0
29762.0	1.0
29764.0	8.0
29765.0	3.0
29766.0	4.0
29767.0	4.0
29768.0	10.0
29769.0	9.0
29770.0	2.0
29771.0	1.0
29780.0	2.0
29784.0	1.0
29785.0	2.0
31060.0	1.0
31549.0	1.0
32442.0	1.0
32452.0	1.0
32604.0	1.0
32660.0	1.0
32661.0	1.0
32744.0	1.0
32964.0	1.0
32998.0	1.0
33020.0	1.0
33027.0	1.0
33049.0	1.0
33056.0	1.0
33061.0	2.0
33067.0	1.0
33075.0	1.0
33077.0	1.0
33078.0	2.0
33080.0	1.0
33081.0	1.0
33082.0	3.0
33085.0	2.0
33092.0	1.0
33093.0	2.0
33094.0	3.0
33095.0	2.0
33098.0	1.0
33099.0	1.0
33100.0	2.0
33102.0	1.0
33103.0	2.0
33104.0	1.0
33105.0	5.0
33106.0	4.0
33107.0	6.0
33108.0	1.0
33114.0	1.0
33115.0	1.0
33583.0	1.0
33584.0	3.0
33585.0	1.0
33586.0	1.0
33587.0	3.0
33588.0	2.0
33590.0	5.0
33591.0	1.0
33593.0	2.0
33594.0	1.0
33596.0	1.0
33597.0	3.0
33598.0	1.0
33599.0	2.0
33600.0	1.0
33601.0	1.0
33602.0	1.0
33603.0	2.0
33604.0	2.0
33605.0	2.0
33611.0	3.0
33612.0	3.0
33613.0	9.0
33614.0	6.0
33615.0	5.0
33616.0	13.0
33617.0	7.0
33618.0	3.0
33620.0	4.0
33621.0	1.0
33622.0	2.0
33625.0	1.0
33626.0	1.0
33627.0	2.0
33630.0	2.0
33631.0	1.0
33632.0	1.0
33633.0	1.0
33634.0	3.0
33785.0	1.0
33977.0	2.0
34080.0	2.0
34081.0	1.0
34099.0	1.0
34123.0	1.0
34130.0	1.0
34137.0	1.0
34146.0	1.0
34148.0	1.0
34149.0	1.0
34151.0	1.0
